"","popsize","genotype","media","mat","sd.ls","medianLS","AvgLS","weibAIC","weibLogLik","weibScale","weibShape","LLogisAIC","LLogisLogLik","LLogisScale","LLogisShape"
"52","80","BY4742","YPD","MATalpha","9.67523263711413","27.5","27.6","591.854944360382","-293.927472180191","30.8622688040664","3.12916956665722","599.208071532394","-297.604035766197","26.4684553496289","4.57991951471443"
"53","80","BY4741","YPD","MATa","10.742998897722","33","32.925","608.539332408717","-302.269666204358","36.680133112527","3.42802510686973","618.48166014232","-307.24083007116","31.851597381885","4.86049707318974"
"54","40","BY4742","YPD","MATalpha","9.68265697801209","19","20.3","296.77222898425","-146.386114492125","22.8615806701399","2.22333205917074","303.809198891298","-149.904599445649","18.7622127150441","3.12075341260601"
"55","80","HHF2 WT","YPD","MATa","7.54789559069952","18","18.9375","550.98048389905","-273.490241949525","21.2630505958312","2.61077848982258","546.883660278307","-271.441830139153","18.1088556932327","4.45314119072948"
"56","38","BY4742","YPD","MATalpha","10.9621098362765","20.5","21.3157894736842","295.89932287627","-145.949661438135","23.6846897691056","1.8976766659648","309.189538815776","-152.594769407888","19.4269400215099","2.34346489600653"
"57","60","BY4742","YPD","MATalpha","7.89507462851559","21","22.2","420.777334151382","-208.388667075691","24.8086089156307","3.15779182090022","432.100568766069","-214.050284383035","21.3503580284943","4.27797881523898"
"58","60","BY4741","YPD","MATa","9.47217155135532","25","25.2","443.296398715491","-219.648199357745","28.2028122330249","2.87977228165444","450.466280724108","-223.233140362054","24.2524656661543","4.27213043937479"
"59","80","BY4741","YPD","MATa","9.75390217271717","24","26.275","592.480258669484","-294.240129334742","29.4711301638616","2.83855042380547","584.081465302711","-290.040732651356","24.633667157687","4.8639774807664"
"60","36","BY4742","YPD","MATalpha","16.1607745767533","23","20.9722222222222","293.707990792221","-144.85399539611","22.1643256519165","1.18505478576621","301.726484679897","-148.863242339948","14.4032956491098","1.5089963668221"
"61","40","BY4741","YPD","MATa","10.7392164160505","28.5","28.45","304.546258798791","-150.273129399396","31.9843449780834","2.95710570088224","308.442030759547","-152.221015379774","26.8285375443499","4.20133265854861"
"62","40","BY4742","YPD","MATalpha","13.0953113551064","31.5","34","320.270317286899","-158.135158643449","38.2615748313551","2.86861947161028","322.454334191181","-159.22716709559","31.8143284301706","4.22348684714361"
"63","40","BY4741","YPD","MATa","10.3192314859944","31.5","33.025","303.137119202356","-149.568559601178","36.7377072458823","3.47453724413165","301.759302511257","-148.879651255629","31.4834676517233","5.50143509846072"
"64","79","CEN.PK122  prototroph (parental strain)","YPD",NA,"4.77915385681891","10","10.9240506329114","470.12088738145","-233.060443690725","12.3301690821969","2.47476210522924","479.354464236421","-237.677232118211","10.1259592042612","3.54895963573828"
"65","60","BY4742","YPD","MATalpha","8.40626279849067","27","27.25","428.613193588905","-212.306596794453","30.2606543819357","3.55651655612722","431.16017197218","-213.58008598609","26.4124037305429","5.4230323437244"
"66","60","BY4741","YPD","MATa","9.80941263640114","25","25.75","446.08473206861","-221.042366034305","28.8865085604674","2.91745251284374","456.945051626659","-226.47252581333","24.7891151878363","4.02998271497215"
"67","80","BY4741","YPD","MATa","10.5433403301068","28","29.55","606.126185308139","-301.06309265407","33.0195193319622","3.16384327893508","623.093273604976","-309.546636802488","28.6724857359053","4.27383846677469"
"68","60","BY4742","YPD","MATalpha","8.91352048618429","27","29.2","436.363140189825","-216.181570094912","32.3607754206011","3.61819956019288","439.980965171476","-217.990482585738","28.2186818849737","5.50143925187513"
"69","80","BY4741","YPD","MATa","10.5433403301068","28","29.55","606.126185308139","-301.06309265407","33.0195193319622","3.16384327893508","623.093273604976","-309.546636802488","28.6724857359053","4.27383846677469"
"70","40","BY4742","YPD","MATalpha","11.3894913328257","26","27.35","310.479011876203","-153.239505938101","30.7431368567452","2.58606085255164","314.925831758485","-155.462915879242","25.6717124626543","3.7948236190299"
"71","40","BY4742","YPD","MATalpha","12.1127184693589","35.5","35.5","315.247704705797","-155.623852352899","39.6241127307478","3.30712684206329","320.897362639898","-158.448681319949","34.3150065739957","4.66088290550512"
"72","40","BY4741","YPD","MATa","12.9989151421107","26","26.05","317.974379089968","-156.987189544984","29.4713080869394","2.15999599853162","323.410846912605","-159.705423456302","23.63170602105","3.04224298684859"
"73","40","BY4742","YPD","MATalpha","8.66376923953411","15.5","17.625","285.325743041478","-140.662871520739","19.8453303782283","2.12426772865166","282.866666436892","-139.433333218446","15.9631184034276","3.62198785633083"
"74","80","BY4742","YPD","MATalpha","10.4723868375815","22","24.5","600.335844833366","-298.167922416683","27.6605893064244","2.51755714307994","601.045590048434","-298.522795024217","22.5712108466017","3.91799876745481"
"75","40","BY4742 ","YPD","MATalpha","11.3077860627545","13.5","16.325","301.52349592548","-148.76174796274","17.8338273146487","1.40056324809964","310.387405860674","-153.193702930337","12.9950873817465","1.86858519735202"
"76","40","BY4742","YPD","MATalpha","12.0106790089657","33.5","32.5","314.168924079095","-155.084462039547","36.4453256243055","3.02113152892355","319.649334972717","-157.824667486359","31.0785580011573","4.23712377902771"
"77","40","BY4741","YPD","MATa","11.3526231013828","30","29.7","311.888297218117","-153.944148609058","33.1909292686386","2.93314611173812","323.285712632597","-159.642856316298","28.8595975173153","3.78328846590008"
"78","80","BY4742","YPD","MATalpha","11.4124002622952","21","23.3125","611.510242966828","-303.755121483414","26.3959010048695","2.19773478829219","619.379503291277","-307.689751645638","20.9460983345413","3.15911703669336"
"79","80","WT","YPD","MATalpha","9.78192598363774","23","25.1","591.863791268911","-293.931895634456","28.2286296856279","2.79572722928539","597.271308185273","-296.635654092636","23.6208650572517","4.16138175887939"
