"","popsize","genotype","media","mat","sd.ls","medianLS","AvgLS","weibAIC","weibLogLik","weibScale","weibShape","LLogisAIC","LLogisLogLik","LLogisScale","LLogisShape"
"1129","246","LF960","YPD","MATalpha","13.199966815953","16","16.4390243902439","1869.38964251094","-932.694821255469","17.0712139445461","1.11447800764361","1925.5153428559","-960.757671427949","11.0250436713589","1.42586250213892"
"1130","100","LF960","YPD","MATalpha","8.48468019313621","24","23.01","714.936970888006","-355.468485444003","25.730941034227","2.99254897083358","734.83447481263","-365.417237406315","22.246660284806","4.10924554017594"
"1131","897","LF960","YPD","MATalpha","9.96004107818761","26","26.7134894091416","6659.17509042317","-3327.58754521158","29.9448757907961","2.88889951306588","6744.0191520158","-3370.0095760079","25.4824415551042","4.26250295322091"
"1132","3178","LF960","YPD","MATalpha","11.7283258593376","29","29.6013215859031","24550.0291986838","-12273.0145993419","33.3102871381912","2.73340519865673","24873.8994135715","-12434.9497067857","27.9048678903416","3.96324126688005"
"1133","240","LF960","YPD","MATalpha","11.5462927328077","30","30.8833333333333","1853.96993585727","-924.984967928635","34.6315720982917","2.89940500257008","1879.76307584596","-937.881537922981","29.4478019275885","4.21553231175901"
"1134","160","LF960","YPD","MATalpha","11.7337804553172","29.5","30.4375","1241.54651825289","-618.773259126447","34.1821930998384","2.85434949790921","1267.48496489918","-631.742482449591","28.9037582145244","3.94330229873716"
"1135","958","LF960","YPD","MATalpha","12.1667465521447","32","32.1534446764092","7488.00193330859","-3742.0009666543","36.0854399688319","2.90621108952873","7645.61188753067","-3820.80594376533","30.6994839675679","4.01454149436205"
"1136","140","LF960","YPD","MATalpha","9.49336058356463","25.5","26.2357142857143","1025.45541210636","-510.72770605318","29.4322496979302","3.03022872974706","1034.61049338216","-515.305246691081","24.8550270838635","4.45423768728834"
"1137","1175","LF960","YPD","MATalpha","9.6980143012634","28","27.6408510638298","8670.22110115617","-4333.11055057809","30.8806340578437","3.12349204175909","8836.48236760844","-4416.24118380422","26.6766158569785","4.44761877943533"
"1138","3652","LF960","YPD","MATalpha","11.5703682375088","28","29.5375136911281","28122.347002171","-14059.1735010855","33.2224337248843","2.76930801529951","28497.0406007559","-14246.5203003779","27.8491734519401","4.00768603917395"
"1139","1459","LF960","YPD","MATalpha","12.4580546240049","30","31.245373543523","11442.6784587428","-5719.33922937142","35.1748362319934","2.70843303545333","11566.8584846765","-5781.42924233823","29.3576846011153","3.96887380838135"
"1140","219","LF960","YPD","MATalpha","13.9925981498326","28","31.0730593607306","1763.71182473765","-879.855912368825","35.1196597589805","2.38036580801934","1779.53926680156","-887.769633400782","28.4755831975866","3.51639441497438"
"1141","3017","LF960","YPD","MATalpha","11.3303017987306","29","29.8823334438184","23139.2534605809","-11567.6267302905","33.5445347828927","2.87672668980489","23533.8059858486","-11764.9029929243","28.4675261775769","4.0956353620819"
"1142","1318","LF960","YPD","MATalpha","9.06008796051718","21.5","22.6145675265554","9477.92060359464","-4736.96030179732","25.4768673314826","2.65449956356752","9458.39081100625","-4727.19540550312","21.0935328725049","4.18531485765506"
"1143","180","LF960","YPD","MATalpha","10.2109591689928","29","28.4","1344.88559912142","-670.442799560708","31.8213727130389","3.08574146750277","1370.81380675605","-683.406903378027","27.2820607922617","4.30751288973105"
"1144","80","LF960","YPD","MATalpha","10.2912030763897","32.5","31.3","602.423654222764","-299.211827111382","34.7866214977226","3.49774860390868","621.97380901882","-308.98690450941","30.8097259756006","4.62366684654255"
"1145","175","LF960","YPD","MATalpha","10.3950632466319","29","28.8685714285714","1317.52775876661","-656.763879383305","32.3015633168623","3.01831173465913","1336.00556230009","-666.002781150045","27.6777812672279","4.41357048432028"
"1146","294","LF960","YPD","MATalpha","10.4196639601329","26","26.9761904761905","2210.27221728883","-1103.13610864441","30.2809086410554","2.79008280406379","2242.00171593834","-1119.00085796917","25.6142128293638","4.07355430263856"
"1147","139","LF960","YPD","MATalpha","9.5179508172378","23","24.726618705036","1017.71977154505","-506.859885772524","27.8025586367342","2.75780016395165","1010.12663197768","-503.063315988838","23.2413880426896","4.5238804105074"
"1148","238","SK1224","YPD","MATa","9.55781297247401","19","20.1050420168067","1732.02731552044","-864.01365776022","22.7303392811711","2.23900728209261","1752.80234989216","-874.401174946078","18.344557675965","3.29383008473094"
"1149","120","SK1224","YPD","MATa","9.19986603239447","15","17.8666666666667","860.613336077144","-428.306668038572","20.2165367171887","2.06575296420464","867.795130115439","-431.897565057719","15.9371547684099","3.09980411564152"
"1150","238","LF960","YPD","MATalpha","10.3758645274357","18","20.3991596638655","1756.13934071025","-876.069670355126","23.1229973950543","2.10203274245482","1751.45927846907","-873.729639234534","17.9793646710229","3.30754335932166"
"1151","120","LF960","YPD","MATalpha","11.5061516855395","21","23.1416666666667","914.393035294602","-455.196517647301","26.2398929819169","2.16568255542658","919.65036023351","-457.825180116755","20.5978986202169","3.22974395523027"
"1152","520","LF960","YPD","MATalpha","11.0289754058588","19","21.1846153846154","3919.53505593774","-1957.76752796887","23.9185213556024","2.01602397796878","3984.00622735687","-1990.00311367844","18.9126195986981","2.8889985855462"
"1153","140","LF960","YPD","MATalpha","13.4803328250073","34","34.5071428571429","1124.17228260431","-560.086141302157","38.8003282686263","2.82278961164218","1146.297571143","-571.148785571498","32.6936534606515","3.89304673680336"
"1154","399","LF960","YPD","MATalpha","11.3243239018876","29","29.6741854636591","3067.1227785218","-1531.5613892609","33.2861484847143","2.84554717820278","3124.74690225194","-1560.37345112597","28.298329747601","4.03142012893568"
"1155","359","LF960","YPD","MATalpha","11.4722865211913","30","30.866295264624","2763.51114161924","-1379.75557080962","34.6346590033523","2.95788214640696","2809.10699198721","-1402.5534959936","29.4251751114676","4.20095018486788"
"1156","220","LF960","YPD","MATalpha","11.1327660847332","22","22.2818181818182","1684.16387215837","-840.081936079184","25.0294483549064","2.05923997452735","1739.7656967983","-867.882848399151","20.3644300535509","2.69834210526759"
"1157","140","LF960","YPD","MATalpha","10.2099517178175","25.5","25.6928571428571","1046.16438160187","-521.082190800936","28.9051844082469","2.7499862460567","1064.61370331842","-530.306851659212","24.299233874796","3.90112200389921"
"1158","638","LF960","YPD","MATalpha","10.2914776196996","28","27.8166144200627","4786.91915155498","-2391.45957577749","31.1362643461434","2.95214776681993","4894.36137422345","-2445.18068711172","26.7892257029857","4.1455094794963"
"1159","140","LF960","YPD","MATalpha","11.4362615442697","29","29.0571428571429","1079.31281224838","-537.656406124191","32.6541677615449","2.7743750133175","1100.10819043802","-548.054095219009","27.5608294090825","3.89459783153247"
"1160","180","LF960","YPD","MATalpha","11.1014997225323","33","31.7166666666667","1377.3847056284","-686.692352814201","35.4400776477451","3.21068062476813","1412.52033232117","-704.260166160585","30.7500825076952","4.34653534554616"
"1161","1218","LF960","YPD","MATalpha","12.4463927079929","31","32.0656814449918","9575.61335482783","-4785.80667741391","36.0184369535997","2.81518144563971","9770.63132115171","-4883.31566057585","30.4739999803675","3.91051920808893"
"1162","2278","LF960","YPD","MATalpha","11.8821507090557","32","31.9385425812116","17686.9444686149","-8841.47223430743","35.8292283828725","2.9380209114355","17975.7472640894","-8985.8736320447","30.5033234669293","4.18748407402883"
"1163","160","LF960","YPD","MATalpha","8.74120402454617","26","27.3625","1148.64937373061","-572.324686865305","30.4875961286581","3.41523771887763","1153.39983720833","-574.699918604166","26.1615557848333","5.1467104567815"
"1164","140","LF960","YPD","MATalpha","13.6406607574296","30","30.7","1120.52999978474","-558.264999892369","34.6978771021063","2.41073978607097","1126.17538375212","-561.087691876061","28.3648873261609","3.66049217431259"
"1165","280","LF960","YPD","MATalpha","8.62932920803495","22","22.725","2010.29383463528","-1003.14691731764","25.4200050814281","2.80459607838893","2049.82771553529","-1022.91385776764","21.7275770305678","4.06095579369443"
"1166","79","LF960","YPD","MATalpha","12.0743800000492","23","24.4683544303797","614.32004161626","-305.16002080813","27.6643478380881","2.16665207532358","625.97641832805","-310.988209164025","22.1207723866545","3.02385504928525"
"1167","120","LF960","YPD","MATalpha","10.5543677153654","31.5","29.0166666666667","906.777404069224","-451.388702034612","32.477071872623","3.14668859932012","938.659778115328","-467.329889057664","28.1155826095264","3.98232733346234"
"1168","80","LF960","YPD","MATalpha","9.20923277773075","21","23.1125","580.681620992825","-288.340810496413","26.0416545380121","2.70435363034427","579.601961115707","-287.800980557854","21.4625996325966","4.23341042201135"
"1169","80","LF960","YPD","MATalpha","10.1550012620832","27.5","27.3","599.386922219264","-297.693461109632","30.599637651868","3.00489150982121","614.669147749372","-305.334573874686","26.1783289163828","4.05650881690656"
"1170","80","LF960","YPD","MATalpha","10.1125000977922","24","25.125","595.729677316426","-295.864838658213","28.314963498089","2.68775501326635","598.237608664854","-297.118804332427","23.4112837475168","4.06028706573572"
"1171","760","LF960","YPD","MATalpha","13.4069729851228","29","31.4894736842105","6062.05960021651","-3029.02980010825","35.5363920693394","2.52819018863339","6125.92656875613","-3060.96328437807","29.2383782053041","3.7115648136365"
"1172","175","LF960","YPD","MATalpha","10.4334720923323","27","27.0685714285714","1318.41797492233","-657.208987461167","30.3695480638323","2.84244786784795","1349.69394256715","-672.846971283574","25.879825348734","3.91908724442863"
"1173","179","LF960","YPD","MATalpha","11.5769213644844","31","30.2849162011173","1382.03381538614","-689.016907693069","34.0206743566392","2.86525047525372","1406.21752481348","-701.108762406741","28.9013658233186","4.05198975274278"
"1174","139","LF960","YPD","MATalpha","10.3506452229881","22","23.4964028776978","1033.54400999778","-514.772004998889","26.5838803111879","2.43449216422753","1027.96045656521","-511.980228282603","21.4191526616599","3.87864040578463"
"1175","80","LF960","YPD","MATalpha","9.7091891747138","23","23.1","588.725420474094","-292.362710237047","26.0735076532004","2.58745297694201","595.169007218172","-295.584503609086","21.5203235703692","3.77743058943249"
"1176","359","LF960","YPD","MATalpha","10.7075556659214","26","27.4178272980501","2713.68251341755","-1354.84125670877","30.8180811300289","2.768918463517","2748.87684219593","-1372.43842109796","25.8878112635724","4.03610910615263"
"1177","98","LF960","YPD","MATalpha","10.0080127796692","23.5","24.3265306122449","726.662764502762","-361.331382251381","27.4206744732897","2.59201955152484","724.257372592123","-360.128686296062","22.6947155195354","4.15849318155647"
"1178","935","LF960","YPD","MATalpha","9.553498360339","26","26.1326203208556","6859.84695316823","-3427.92347658412","29.2831698666327","2.95572738685879","6934.81732145198","-3465.40866072599","24.9330485422483","4.39013064633699"
"1179","300","LF960","YPD","MATalpha","9.04062674793848","27","27.4466666666667","2173.80014298557","-1084.90007149279","30.5764271469161","3.33850684419465","2205.65635895659","-1100.8281794783","26.5273378207942","4.85939031650222"
"1180","160","LF960","YPD","MATalpha","10.0442339289826","26","26.7625","1196.69961138363","-596.349805691817","29.947241042982","2.8788379686428","1221.33505675018","-608.667528375089","25.6527560083969","4.10666170606705"
"1181","140","LF960","YPD","MATalpha","10.8353343607453","27.5","27.7642857142857","1062.72096874386","-529.360484371931","31.2217456499633","2.83055308203914","1085.3197424814","-540.659871240701","26.3802828587825","3.9003486925522"
"1182","834","LF960","YPD","MATalpha","10.5251936708443","27","27.8681055155875","6280.89281244059","-3138.44640622029","31.2628945777635","2.88019483914016","6390.14596420802","-3193.07298210401","26.587040671646","4.11542929787271"
"1183","238","LF960","YPD","MATalpha","10.7671357840201","28","28.2773109243697","1802.59101690041","-899.295508450206","31.7601000290361","2.89310718209606","1838.0044775755","-917.002238787751","26.9264632569516","4.03582796819007"
"1184","160","LF960","YPD","MATalpha","10.7334485715912","29","29.275","1213.22343374305","-604.611716871525","32.8106846444134","2.97543711784519","1229.54335567152","-612.771677835758","27.9013650480915","4.32107965548092"
"1185","117","LF960","YPD","MATalpha","9.68735400334926","18","19","860.643867806531","-428.321933903265","21.3544992748545","2.02213959476431","882.898396242768","-439.449198121384","17.2610607456047","2.80518634966454"
"1186","120","LF960","YPD","MATalpha","10.2516105177325","28","28.2166666666667","900.588684665237","-448.294342332619","31.5815273239855","3.03484972911599","919.507026961575","-457.753513480787","27.2119958825096","4.26452686342688"
"1187","118","LF960","YPD","MATalpha","11.6219232655845","15.5","18.4406779661017","889.024726071439","-442.51236303572","20.6882148123982","1.65697360232677","900.614647513","-448.3073237565","15.3134244258392","2.38875657474169"
"1188","78","LF960","YPD","MATalpha","9.7947636999264","18","18.5641025641026","568.542789954728","-282.271394977364","21.0412354533159","2.03589647285147","572.79349734105","-284.396748670525","16.339039685862","3.01841760087643"
"1189","80","LF960","YPD","MATalpha","11.0731100338967","28.5","27.2375","614.769647645185","-305.384823822592","30.5890245673982","2.73133028778289","636.927397897844","-316.463698948922","26.0775033031254","3.47191619045878"
"1190","120","LF960","YPD","MATalpha","10.4164509781591","18","19.7916666666667","889.081984213269","-442.540992106635","22.4204947107607","2.03176438161932","898.762618082913","-447.381309041456","17.4008003375372","2.94880892891183"
"1191","80","LF960","YPD","MATalpha","13.1947438710566","26","28.5","638.178944888692","-317.089472444346","32.1889356051988","2.32281332503609","650.301990323171","-323.150995161586","26.2624851869028","3.25468515007667"
"1192","160","BR2200","YPD","MATa","10.0317028909892","29.5","30.1375","1192.42286461789","-594.211432308947","33.5980882378382","3.36220446647914","1216.18883942718","-606.094419713589","29.1751675384343","4.71279532264526"
"1193","100","BR2200","YPD","MATa","9.67593599471066","28.5","28.55","740.026386932996","-368.013193466498","31.8601272696454","3.21091992527507","746.129137336888","-371.064568668444","27.4284013070099","4.84402185936401"
"1194","160","BR2200","YPD","MATa","9.76136452661121","28.5","29.20625","1184.19758464198","-590.098792320989","32.5818379567809","3.2926076415233","1198.67683194701","-597.338415973505","28.0802130717915","4.8170288883968"
"1195","80","BR2200","YPD","MATa","11.5515082033539","32","31.925","622.256635674826","-309.128317837413","35.6421949955761","3.11542764794167","642.806157349241","-319.40307867462","30.9858538590827","4.05654128720133"
"1196","120","BR2200","YPD","MATa","10.4133042192142","23","24.5083333333333","898.062436896333","-447.031218448166","27.6548829169739","2.51712850094631","899.357894693878","-447.678947346939","22.6943638585594","3.91454390677037"
"1197","100","LF960","YPD","MATalpha","9.76447901861899","25.5","26.78","741.1206155126","-368.5603077563","29.9931563189459","2.96863367848132","746.947939825488","-371.473969912744","25.5329080079433","4.51604901379099"
"1198","220","LF960","YPD","MATalpha","11.9599754543398","30","29.9909090909091","1710.94569350296","-853.47284675148","33.7488053620326","2.70229347633574","1727.67898598129","-861.839492990645","28.1679977783304","3.99434730650815"
"1199","160","LF960","YPD","MATalpha","10.88400101008","21","21.5625","1206.39725129553","-601.198625647763","24.365161594746","2.09733061767935","1229.2867490458","-612.643374522899","19.4545936634387","2.95001540942524"
"1200","140","SK1370","YPD","MATa","13.9716549791763","40.5","38.6928571428571","1137.78159715823","-566.890798579113","43.251682233969","3.12332377917781","1171.60926650664","-583.804633253318","37.5646904332877","4.0997837504262"
"1201","159","LF960","YPD","MATalpha","9.88327304388719","17","19.5534591194969","1158.9189513856","-577.4594756928","22.1547125061346","2.11198900561644","1152.24626886353","-574.123134431767","17.3630218960784","3.42369762515761"
"1202","160","LF960","YPD","MATalpha","9.16690108333771","26","25.675","1167.02868075067","-581.514340375337","28.6903140596625","3.00262381604961","1180.26814844968","-588.134074224842","24.5982372869667","4.48809999459276"
"1203","140","LF960","YPD","MATalpha","11.8043553722936","30","31.05","1088.8708624671","-542.435431233552","34.8438003852957","2.87913852366691","1107.65474266352","-551.827371331758","29.447929394369","4.07257297102886"
"1204","100","LF960","YPD","MATalpha","11.7561546313908","27","28.07","778.093767548628","-387.046883774314","31.5723624646539","2.57570530335913","794.552806378976","-395.276403189488","26.4047569616487","3.60710007879205"
"1205","80","LF960","YPD","MATalpha","11.5982252570781","30","31.3875","624.058278842262","-310.029139421131","35.0575086313456","2.95448710507647","639.077192465006","-317.538596232503","30.2230463644767","4.1251352399481"
"1206","160","LF960","YPD","MATalpha","12.1986167248586","29.5","30.20625","1253.90050006676","-624.950250033381","33.9683699243893","2.68707790489681","1277.08271278413","-636.541356392067","28.4831492958475","3.79281127114798"
"1207","280","LF960","YPD","MATalpha","10.3887173428039","28","28.9","2108.40423417017","-1052.20211708508","32.307267180044","3.03062793126758","2146.71892841687","-1071.35946420844","27.843835521627","4.36580351955352"
"1208","100","LF960","YPD","MATalpha","14.4095086451253","26.5","28.68","812.273846068041","-404.13692303402","32.390766679168","2.10772672784513","827.850483927178","-411.925241963589","25.87763333747","2.9360103367423"
"1209","479","LF960","YPD","MATalpha","12.9834926604595","28","29.8789144050104","3786.85143252489","-1891.42571626245","33.7419740766249","2.46908827682294","3818.58082157618","-1907.29041078809","27.5978115023049","3.67193380509247"
"1210","218","LF960","YPD","MATalpha","9.75911300500206","27","27.8669724770642","1614.24074246392","-805.120371231959","31.1376041202224","3.06574917183299","1627.16795938406","-811.58397969203","26.7692910386706","4.66280477201498"
"1211","159","LF960","YPD","MATalpha","13.9188082060656","31","32.7735849056604","1283.82667088818","-639.913335444089","36.9643166203695","2.54251465461014","1300.55582225934","-648.277911129672","30.4317808294459","3.6606085953557"
"1212","145","LF960","YPD","MATalpha","14.1899335643049","17","17.8827586206897","1128.77556772578","-562.38778386289","18.4392650845214","1.09158360701482","1164.46301158564","-580.231505792818","11.8109941139073","1.37557628332594"
"1213","110","LF960","YPD","MATalpha","13.1692770574234","16","17.0363636363636","845.833644032578","-420.916822016289","17.7000835453087","1.1210458164961","874.914392411306","-435.457196205653","11.6277851114423","1.39932622080328"
"1214","120","LF960","YPD","MATalpha","10.2035859023241","17","18.2666666666667","889.279560461335","-442.639780230667","20.508104568105","1.83377221863156","912.141005463546","-454.070502731773","15.8932056374083","2.49027694709406"
"1215","85","LF960","YPD","MATalpha","12.3352106982081","16","16.2823529411765","644.523489589392","-320.261744794696","17.2435636866881","1.19960835976124","665.214818746418","-330.607409373209","11.6626712799088","1.53208767929805"
"1216","140","SK1224","YPD","MATa","7.81708606402502","18","19.15","970.239276410138","-483.119638205069","21.5420647063127","2.57163338463006","964.213441359873","-480.106720679937","17.896524337461","4.24985134905074"
"1217","1280","LF960","YPD","MATalpha","9.51155213916075","27","27.42421875","9409.1861211233","-4702.59306056165","30.6120704238758","3.09519107949039","9513.78718966443","-4754.89359483221","26.3772347298184","4.63662336515061"
"1218","120","LF960","YPD","MATalpha","10.2864301026986","27","28.5666666666667","899.013574664357","-447.506787332179","32.0334876908734","3.02616578028773","904.27469172087","-450.137345860435","27.0684482542407","4.53597976714814"
"1219","1099","LF960","YPD","MATalpha","10.3715890298511","27","27.697907188353","8237.89485052217","-4116.94742526109","31.0751652650317","2.90280695420803","8358.5776485547","-4177.28882427735","26.3936546602446","4.20508377965527"
"1220","140","LF960","YPD","MATalpha","13.5982946606288","21.5","21.2928571428571","1113.71184705721","-554.855923528603","23.3957473673948","1.48432907691256","1152.83557687088","-574.417788435439","17.4754448694361","1.87516290933226"
"1221","140","LF960","YPD","MATalpha","10.412696811192","24","24.9142857142857","1050.11487374051","-523.057436870254","28.0775899913546","2.58063553907587","1064.43424274829","-530.217121374145","23.3215454278318","3.75427504863163"
"1222","99","LF960","YPD","MATalpha","12.6605785583877","32","32.5555555555556","782.390674774881","-389.195337387441","36.6307293837611","2.84748468128438","795.750075122946","-395.875037561473","30.724897622293","3.97082817664434"
"1223","414","LF960","YPD","MATalpha","10.8868638126524","28","28.6642512077295","3147.92174765358","-1571.96087382679","32.1593288502741","2.8597777764673","3200.00588074266","-1598.00294037133","27.2875745122825","4.10448184963938"
"1224","140","LF960","YPD","MATalpha","10.2994626627219","21.5","23.0857142857143","1043.08491824495","-519.542459122474","26.0807071978458","2.40062915043151","1051.04041050487","-523.520205252437","21.2782589404052","3.61685871906109"
"1225","144","LF960","YPD","MATalpha","12.442314447529","28","29.6666666666667","1136.8653457906","-566.432672895302","33.3197874809171","2.51435827233194","1154.11321969408","-575.056609847038","27.8195530364552","3.6793158454179"
"1226","140","LF960","YPD","MATalpha","10.9838337713454","30","29.6","1067.82455468373","-531.912277341867","33.1996646971735","2.97248290970628","1087.17810860714","-541.589054303572","28.2313360078532","4.17913454649635"
"1227","119","LF960","YPD","MATalpha","9.67097952827528","22","22.7142857142857","876.800822797192","-436.400411398596","25.5736862810426","2.50329763253235","888.018335330553","-442.009167665276","21.2302833467234","3.71180036802088"
"1228","200","LF960","YPD","MATalpha","10.878681147896","29","29.105","1521.5844595714","-758.792229785698","32.6346574673385","2.9509273241889","1554.1478368364","-775.073918418199","27.8937240030842","4.10918469727022"
"1229","240","LF960","YPD","MATalpha","11.2406097490919","29.5","28.4875","1843.90924335906","-919.954621679529","31.9752296936984","2.76729560376823","1891.91523326623","-943.957616633117","27.2254466828076","3.76929077269686"
"1230","275","LF960","YPD","MATalpha","11.1723103064946","29","29.0654545454545","2107.07436507112","-1051.53718253556","32.6127165943784","2.83995805513429","2151.33604003018","-1073.66802001509","27.7644102762941","3.97986282274898"
"1231","380","LF960","YPD","MATalpha","12.0201408882771","29","28.5657894736842","2950.81197849684","-1473.40598924842","32.2283253610244","2.57468732433204","2996.2079827834","-1496.1039913917","26.7568262663049","3.67129871510857"
"1232","600","LF960","YPD","MATalpha","11.2755381315401","29","29.1116666666667","4600.93534774138","-2298.46767387069","32.6902136332756","2.8114176517353","4690.6248244899","-2343.31241224495","27.7607265435943","3.96695197533067"
"1233","120","LF960","YPD","MATalpha","12.077237426893","30","30.85","936.861306005711","-466.430653002855","34.7061634184279","2.80333666979713","951.000955152204","-473.500477576102","29.1460220588021","3.99909050854006"
"1234","80","LF960","YPD","MATalpha","10.8428358194522","34","33.05","614.278918959634","-305.139459479817","36.6483202814346","3.40278894130846","632.651096033323","-314.325548016661","32.4013741785081","4.60032560159249"
"1235","239","LF960","YPD","MATalpha","12.2229747227115","29","29.3138075313808","1872.99455560345","-934.497277801725","32.9820884833836","2.58428757963735","1912.66681939971","-954.333409699855","27.6121500380581","3.60113142699039"
"1236","120","LF960","YPD","MATalpha","10.024392519158","28","28.375","894.087035939805","-445.043517969903","31.7646667501697","3.071280034646","899.627540626978","-447.813770313489","27.0964262949632","4.6467436528021"
"1237","159","LF960","YPD","MATalpha","9.92024962384089","15","16.9937106918239","1160.6758283059","-578.337914152949","19.0512417975627","1.75568819456011","1184.08919738161","-590.044598690805","14.7085099262184","2.50335685292488"
"1238","80","LF960","YPD","MATalpha","10.6173669529059","27.5","28.175","606.393402641943","-301.196701320972","31.6022328346874","2.912330879146","616.825648210097","-306.412824105048","26.9195648492413","4.16763711300327"
"1239","140","LF960","YPD","MATalpha","11.5860847003844","28","29.9928571428571","1081.12938570809","-538.564692854043","33.7199449929639","2.81767137550125","1092.70405979361","-544.352029896803","28.3440437618705","4.1465812026523"
"1240","120","LF960","YPD","MATalpha","9.68321412829138","27","27.4916666666667","887.064249635988","-441.532124817994","30.7381522875912","3.11216361487276","899.134513904866","-447.567256952433","26.3185745459874","4.54317721652163"
"1241","80","LF960","YPD","MATalpha","12.6083908167276","28.5","31.375","631.332157672726","-313.666078836363","35.3295321452809","2.64722065500195","626.270536585573","-311.135268292787","29.1387305687025","4.37010251425394"
"1242","360","LF960","YPD","MATalpha","9.86002271664543","23","25.0527777777778","2662.25654201097","-1329.12827100549","28.1592541357703","2.72847029075984","2690.5084507506","-1343.2542253753","23.6067538037629","4.05998588764096"
"1243","80","LF960","YPD","MATalpha","10.33707227851","29","29.175","602.665746610935","-299.332873305468","32.6365973718238","3.02101276196698","604.255458265951","-300.127729132976","28.0134032635387","4.72253097081301"
"1244","260","BR2200","YPD","MATa","11.860647032306","32","32.4730769230769","2022.09497046536","-1009.04748523268","36.3906599084508","2.9245040121616","2026.68456865249","-1011.34228432625","30.865433419635","4.56470415004691"
"1245","220","LF960","YPD","MATalpha","9.13880326942085","24","24.6090909090909","1596.95800788563","-796.479003942815","27.5853268171811","2.89593969842532","1612.44267799249","-804.221338996244","23.4908345033583","4.36569043984406"
"1246","80","LF960","YPD","MATalpha","10.1992491657133","21.5","24.525","594.986502399647","-295.493251199823","27.7126469739931","2.60099488589961","591.73347361016","-293.86673680508","22.317027901063","4.08284345437428"
"1247","112","LF960","YPD","MATalpha","9.82904057423911","19","20.1428571428571","829.354750746507","-412.677375373254","22.6216255317597","2.1096464440398","846.213502126187","-421.106751063094","18.4197417351272","3.0568983055211"
"1248","80","LF960","YPD","MATalpha","9.29801938893236","15.5","17.45","576.032370921731","-286.016185460865","19.7367314601219","1.99600898126523","583.563582282903","-289.781791141452","15.3890173966661","2.89642387103122"
"1249","65","LF960","YPD","MATalpha","12.7855838289127","19","18.5384615384615","504.369516908434","-250.184758454217","20.2941894669124","1.39660356092936","519.191399088494","-257.595699544247","14.162430319669","1.7712112884473"
"1250","80","LF960","YPD","MATalpha","9.28500049419574","16","18.9375","577.786689954064","-286.893344977032","21.4012060025273","2.16061261441456","577.274374059011","-286.637187029505","16.9675261459897","3.43431131710655"
"1251","200","LF960","YPD","MATalpha","11.671018092548","27","28.72","1541.96799817103","-768.983999085514","32.3845526052435","2.66457937475331","1552.12875789481","-774.064378947405","26.763399527253","3.98390656117476"
"1252","240","BR2200","YPD","MATa","10.4287447411408","22","21.6666666666667","1796.46795256113","-896.233976280564","24.4566027601465","2.20413644025562","1844.61719686931","-920.308598434654","19.9395325708352","2.97105730655361"
"1253","160","LF960","YPD","MATalpha","10.9232888359555","31","31.7","1219.09300673689","-607.546503368445","35.4205130622491","3.22626539314132","1241.09453124416","-618.547265622078","30.5212929704949","4.53897676305877"
"1254","75","LF960","YPD","MATalpha","14.6543601112526","18","18.92","593.29925481997","-294.649627409985","19.7639585879958","1.13949976109278","611.831189782032","-303.915594891016","12.8689849654454","1.43087386242421"
"1255","116","LF960","YPD","MATalpha","13.7610007786057","17","17.4913793103448","898.1203802738","-447.0601901369","18.1390363272539","1.11201557899688","926.678422189946","-461.339211094973","11.742800784284","1.40455440995419"
"1256","80","BR2200","YPD","MATa","9.67101240887727","27","27.125","590.843399017473","-293.421699508736","30.3932124136303","3.06189544732289","594.065351578371","-295.032675789185","25.7063138843785","4.60282698862007"
"1257","178","BR2200","YPD","MATa","9.98879585628524","33","32.5280898876404","1329.14932885899","-662.574664429495","36.0126484088395","3.63822833975175","1360.20484220206","-678.10242110103","32.0023561978792","5.11648123939054"
"1258","120","BR2200","YPD","MATa","9.28644308710736","27","27.075","876.306391317232","-436.153195658616","30.2349735545836","3.25407395958986","893.83378740526","-444.91689370263","26.1610073206152","4.57892854305809"
"1259","100","BR2200","YPD","MATa","11.3167615027043","30","29.46","767.636237241187","-381.818118620594","33.1362209141386","2.8754792887364","779.911269441879","-387.955634720939","27.8902258974947","4.04281722890394"
"1260","100","BR2200","YPD","MATa","10.3761332592706","28","27.25","750.226587454938","-373.113293727469","30.6439667726209","2.92210700097532","764.218630840281","-380.10931542014","25.8146500463029","4.03430144299143"
"1261","160","BR2200","YPD","MATa","11.2423121880391","28","28.51875","1236.38656308748","-616.193281543739","31.9123398504492","2.71976045644359","1271.66183657313","-633.830918286564","27.3646298083933","3.7109683647855"
"1262","779","LF960","YPD","MATalpha","15.174914855132","30","32.6842105263158","6382.60847899532","-3189.30423949766","36.9838502924427","2.30983443650578","6448.48454950325","-3222.24227475163","29.7732252054587","3.36959153503"
"1263","360","LF960","YPD","MATalpha","10.2647373502239","25","26.4916666666667","2689.59793241551","-1342.79896620776","29.7664543133211","2.7539918569519","2704.33622240271","-1350.16811120136","25.0965779693749","4.2367542336721"
"1264","160","LF960","YPD","MATalpha","14.6089366441988","30","31.08125","1301.28422720897","-648.642113604487","35.1887788371745","2.29792726061041","1321.14234063177","-658.571170315884","28.283397228061","3.22472818502653"
"1265","657","BR2200","YPD","MATa","11.916711935378","32","33.144596651446","5114.54654527979","-2555.27327263989","37.0947899963789","3.07630399817689","5222.05383274573","-2609.02691637286","31.8180778778498","4.26074099336396"
